Index,Statement,Source ,Source (URL),Date + time,True/False,Evidence (why true?),Category
487,Auch nach der Zulassung wird die Sicherheit der Impfstoffe fortlaufend weiter beobachtet.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-31,TRUE,,
512,Der von der Oxford University und AstraZeneca entwickelte Impfstoff wird Menschen in Affen verwandeln.,NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-67,FALSE,"Reliable Publisher, specialized newspaper","Consequences of vaccination, mistrust in science"
325,Die COVID-19-Impfstoffe wurden in kürzester Zeit an viele Menschen weltweit verabreicht.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
643,Nicht-Geimpfte erlangen nach einer natürlichen Infektion mit dem Coronavirus eine permanente Immunität gegen alle Stämme des angeblichen Virus.,The European quoted in ZDF heute,https://www.zdf.de/nachrichten/panorama/corona-faktencheck-immunitaet-impfung-100.html / https://archive.ph/9Akyt,2021-12-23 17-12,FALSE,"Study/official data misinterpreted, lack of understanding complex medical/biological topics",Consequences of vaccination
979, Das Virus wurde künstlich hergestellt und die aktuelle Pandemie wurde absichtlich erzeugt,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemiee,2022-07-02 08-39,FALSE,Falsche Behauptung,"Politics, vaccination status"
799,"Corona-Impstoffe lösen unkontrollierte Zellfusionen aus, die zu Krankheiten und dem Tod führen können",Facts For Friends,https://www.factsforfriends.de/fact/603e0b5ec2f7e9000dca1f0f,2021-03-02,FALSE,Falsche Behauptung,"Consequences of vaccination, active substance"
969, Impfung zerstört Immunsystem,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemiee,2022-07-02 08-30,FALSE,Falsche Behauptung,Consequences of vaccination
189,Die STIKO (Ständige Impfkommission) empfiehlt eine Booster-Impfung allen Personen ab 12 Jahren.,BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-05-18,TRUE,Expert panel (appointed by Government),booster
465,Bei natürlicher Infektion mit Adenoviren wurde bisher keine genetische Veränderung menschlicher Zellen beobachtet.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-15,TRUE,,
40,Der Impfstoff COVID-19 Vaccine Janssen soll ab dem Alter von 60 Jahren verwendet werden.,STIKO,https://www.rki.de/DE/Content/Infekt/EpidBull/Archiv/2021/Ausgaben/48_21.pdf?__blob=publicationFile,2021-12-02,TRUE,Expert panel (appointed by Government),"Vaccine type, Vaccine recommendation"
492,In der 20. Aktulaisierung der COVID-19-Impfempfehlung empfhielt die STIKO gesunden Kindern zwischen 5-11 Jahren zunächst eine Impfstoffdosis gegen COVID-19.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-06-05,TRUE,,
583,Laut Bill Gates immunisiert Omikron besser als die Impfung,Facts For Friends,https://www.factsforfriends.de/fact/621d7c8dd4660b0010bc4c72,2022-03-01,FALSE,Falsche Übersetzung,"Effectiveness of vaccination, Bill Gates"
402,Nach einer COVID-19-Impfung sind vermehrt IgG-Antikörper in der Muttermilch zu finden.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-04-28,TRUE,,
921,"Eine Impfung gegen Covid-19 hält nur drei bis sechs Monate, Impfungen gegen andere Krankheiten mindestens zwei Jahre oder lebenslang.",Facebook post quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/11/30/covid-19-dass-die-impfung-schneller-aufgefrischt-wird-als-bei-anderen-krankheiten-bedeutet-nicht-dass-sie-nicht-wirkt/,2021-11-30,FALSE,"Lack of context, lack of understanding complex medical/biological topics",Effectiveness of vaccination
926,In Wangen und Bad Waldsee werden Menschen mit schweren Impfschäden in Krankenhäuser eingeliefert.,WhatsApp video quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/11/26/video-enthaelt-irrefuehrende-behauptung-zu-geimpften-in-krankenhaeusern-in-bad-waldsee-und-wangen/,2021-11-26,FALSE,Lack of source,Consequences of vaccination
616,"Ein Foto zeigt Klinikpersonal, das mit Schildern vor der Corona-Impfung warnt",Facts For Friends,https://www.factsforfriends.de/fact/61a03e0bd4660b0010bc4c12,2021-11-26,FALSE,Falsche Behauptungen,"Consequences of vaccination, misstrust in government"
23,"Das Ziel der Impfung ist es, möglichst viele schwere Verläufe von COVID-19 (Hospitalisierung, Tod) zu verhindern.",BMG,https://www.zusammengegencorona.de/faqs/impfen/auffrischungsimpfung/,2022-06-10,TRUE,Government Information,Goal of Vaccination
162,Leichte Erkrankungen ohne Fieber sind in der Regel kein Hinderungsgrund für eine Impfung.,BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-07-10,TRUE,Expert panel (appointed by Government),infection and vaccination
272,Die STIKO empfiehlt die Anwendung des Impfstoffes Nuvaxovid bei Kindern und Jugendlichen <18 Jahren aufgrund fehlender Daten nicht.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
689,Sonnenbaden oder Temperaturen höher als 25°C schützen vor COVID-19,München Klinik,https://www.muenchen-klinik.de/covid-19/fake-news//,2021-04-28  09-21,FALSE,"Scientific research, official information",Mistrust in science
864,"Man muss das Virus im Körper mit ultravioletten Strahlen oder starkem Licht bestrahlen, um es zu töten.",Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2020-12-18,FALSE,Falsche Behauptung,Covid Prevention
289,Der zeitliche Abstand zwischen Impfdatum und Übermittlung an das RKI beträgt in der Regel sechs bis neun Monate.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-06-22,TRUE,,
744,NTV-Reporterin hatte einen Schwächeanfall wegen der Corona-Impfung.,Social media posts quoted in CORRECTIV,https://correctiv.org/faktencheck/2022/02/21/keine-belege-dass-ntv-reporterin-wegen-corona-impfung-schwaecheanfall-hatte/,2022-02-21,FALSE,"Lack of source, lack of context","Consequences of vaccination, personal story"
952,"Geimpfte Personen dürfen nicht mehr fliegen, weil das Risiko von Blutgerinnseln durch Impfungen steigt.",CORRECTIV,https://correctiv.org/faktencheck/2021/07/09/flug-nach-impfung-doch-geimpfte-duerfen-ganz-normal-fliegen/,2021-07-09,FALSE,"Lack of source, lack of understanding complex medical/biological topics","Interaction in social/work life, consequences of vaccination"
626,Es gibt aktuell 50-mal mehr Fälle von Herzstillständen im Fußball als vor der Corona-Pandemie,Facts For Friends,https://www.factsforfriends.de/fact/61899c50d4660b0010bc4bf5,2021-11-07,FALSE,Falsche Behauptungen,"Sports, consequences of vaccination, clinical studies"
35,Personen mit erhöhtem arbeitsbedingtem SARS-CoV-2-Expositionsrisiko (berufliche Indi- kation) sollen prioritär geschützt werden,STIKO,https://www.rki.de/DE/Content/Infekt/EpidBull/Archiv/2021/Ausgaben/48_21.pdf?__blob=publicationFile,2021-12-02,TRUE,Expert panel (appointed by Government),High exposition risk
406,"In den umfangreichen nicht-klinischen Prüfungen, die vor der Zulassung der Impfstoffe durchgeführt wurden, gab es keine Hinweise auf das Auftreten von Unfruchtbarkeit nach COVID-19-Impfung.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-04-28,TRUE,,
92,"Die STIKO empfiehlt allen Personen, die bisher nur eine Dosis eines Vektor-basierten Impfstoffes erhalten haben, ein heterologes Impfschema.",STIKO,https://www.rki.de/DE/Content/Infekt/EpidBull/Archiv/2021/Ausgaben/48_21.pdf?__blob=publicationFile,2021-12-02,TRUE,Expert panel (appointed by Government),Vaccination recommendation
571,Impfseren enthalten gefährliche Hilfsstoffe.,Tagesschau,https://www.tagesschau.de/faktenfinder/corona-impfung-109.html,2020-12-09 12-05,FALSE,Scientific research,Consequences of vaccination
698,Ein heißes Bad oder ein Saunagang kann vor der COVID-19-Erkrankung schützen,München Klinik,https://www.muenchen-klinik.de/covid-19/fake-news//,2021-04-28  09-30,FALSE,"Scientific research, official information",Covid Prevention
322,"Sogenannte Langzeitnebenwirkungen, die unerwartet und erst lange Zeit (z.B. mehrere Jahre) nach der Impfung auftreten, sind bei noch keiner Impfung beobachtet worden und sind auch bei den COVID-19-Impfstoffen nicht zu erwarten.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
973,"Die amerikanische Vizepräsidentin Kamala Harris wurde überhaupt nicht geimpft, da nach der Impfung angeblich keine Nadeln zu sehen waren",Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemiee,2022-07-02 08-34,FALSE,Falsche Behauptung,"Politics, vaccination status"
937,Auf einer Intensivstation im Kreis Segeberg hat es 14 Todesfälle infolge einer Corona-Impfung gegeben.,Facebook post quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/11/02/keine-belege-fuer-14-todesfaelle-nach-covid-19-impfung-im-kreis-segeberg/,2021-11-02,FALSE,Lack of source,Consequences of vaccination
455,"Virusproteine können zudem eine T-Zell-Antwort (CD4, CD8) auslösen (zelluläre Immunantwort).",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-05,TRUE,,
581,Die Corona-Schutzimpfung erhöht die Wahrscheinlichkeit an Corona zu erkranken,Bundesregierung,https://www.bundesregierung.de/breg-de/themen/corona-informationen-impfung/mythen-impfstoff-1831898,2022-01-08,FALSE,Studien,"Consequences of vaccination, effectiveness of vaccination"
595,Am Obersten Gerichtshof Kanadas läuft ein Verfahren gegen die WHO aufgrund von Verbrechen gegen die Menschlichkeit,Facts For Friends,https://www.factsforfriends.de/fact/61dc020ed4660b0010bc4c3c,2022-01-07,FALSE,Keine Beweise,Mistrust in government
547,"COVID-19-Impfstoffe enthalten Luziferase, eine Substanz, die nach dem gefallenen Engel Luzifer benannt ist.",NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-104,FALSE,"Reliable Publisher, specialized newspaper","Active substance, religion"
653,"Während das PEI zwischen 2000 und 2020 insgesamt 456 Verstorbene nach Verabreichung eines Vakzins registriert hatte, meldete es im Zuge der Covid-19-Impfungen bereits 1254 Tote.",RT DE quoted in Tagesschau,https://www.tagesschau.de/faktenfinder/russland-staatssender-impfungen-101.html,2021-08-26 11-46,FALSE,Statistics misinterpreted,Consequences of vaccination
928,"Pflegekräfte werden im Gegensatz zu Ärzten unter Druck gesetzt, sich impfen zu lassen.",WhatsApp video quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/11/26/video-enthaelt-irrefuehrende-behauptung-zu-geimpften-in-krankenhaeusern-in-bad-waldsee-und-wangen/,2021-11-26,FALSE,Lack of source,Vaccine mandate
654,Im September sind fast alle Geimpften tot.,Tagesschau,https://www.tagesschau.de/faktenfinder/corona-falsche-propheten-101.html,2021-09-03 06-00,FALSE,"Conspiracy theory, lack of source/scientific research","Consequences of vaccination, new world order"
468,Die mRNA-basierten und vektorbasierten COVID-19-Impfstoffe sowie der Proteinimpfstoff Nuvaxovid von Novavax enthalten keine vermehrungsfähigen Viren.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-18,TRUE,,
993,"Der Online-Händler Amazon wirbt weiterhin für Produkte, die angeblich vor einer Virusinfektion schützen oder diese heilen sollen.",Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemiee,2022-07-02 08-53,FALSE,Falsche Behauptung,Politics
880,Der traditionelle Kräuterextrakt Shuanghuanglian ist wirksam gegen COVID-19,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2021-01-03,FALSE,Falsche Behauptung,Covid Prevention
876,Ein heißer Aufguss aus Knoblauch und Ingwer kann Covid heilen,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2020-12-30,FALSE,Falsche Behauptung,Covid Prevention
16,Die Welthandelsorganisation (WTO) hat am Freitag morgen auf ihrer 12. Ministerkonferenz die Aussetzung der Patente auf Covid-19-Impftsoffe beschlossen.,faz,https://www.faz.net/aktuell/wirtschaft/mehr-wirtschaft/corona-impfstoffe-wto-beschliesst-aussetzung-der-patente-18108461.html,2022-06-17 09-53,TRUE,"Reliable Publisher, expert source",legal issues
674,Schwangere und stillende Frauen können nicht geimpft werden.,vaccination center in Lower Saxony quoted in BR24,"https://www.br.de/nachrichten/deutschland-welt/corona-impfung-koennen-stillende-frauen-sich-impfen-lassen-faktenfuchs,SWir4oc",2021-05-08 11-45,FALSE,"Lack of data, no general recommendation for breastfeeding women to get vaccinated, some statements too harsh though, there are several opinions on that","Women, consequences of vaccination, effectiveness of vaccination"
100,"Infizierte Personen können andere bereits anstecken, bevor sie Krankheitszeichen entwickeln.",BZgA,https://www.infektionsschutz.de/download/5895-1653381047-BZgA_Erregersteckbrief-SARS-CoV-2.pdf/,2022-05-10,TRUE,Expert panel (appointed by Government),Covid transmission
913,"Es gibt keine Beweise, dass Covid-19-Impfungen wirken. Ihr Nutzen ist „Null“, sie sind aufgrund von gefälschten Studiendaten zugelassen worden.",Scientist quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/12/14/sucharit-bhakdis-aussage-es-gebe-keine-beweise-fuer-die-wirksamkeit-der-covid-19-impfstoffe-ist-falsch/,2021-12-14,FALSE,Lack of understanding complex medical/biological topics,"Effectiveness of vaccination, consequences of vaccination, mistrust in science"
15,"Österreich war das erste Land in der Europäischen Union, das eine allgemeine Impfpflicht gegen Covid-19 eingeführt hat. Nur durchgesetzt wurde sie nie – und am Donnerstag hat sich die Regierung in Wien von der Impfpflicht wieder verabschiedet.",faz,https://www.faz.net/aktuell/politik/ausland/oesterreich-schafft-corona-impfpflicht-ab-veraenderte-bedingungen-18122931.html,2022-06-23 15-25,TRUE,"Reliable Publisher, official report",compulsory vaccination
821,Eine gibt eine hohe Viruskonzentration des SARS-CoV-2  bei Kindern und Erwachsenen im Rachenraum.,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2022-07-02 08-39,FALSE,Falsche Behauptung,Lifespan and symptoms
966,Impfungen für ältere Menschen wurden in russland bis 2021 ausgesetzt,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemiee,2022-07-02 08-27,FALSE,Falsche Behauptung,Consequences of vaccination
410,Bisher ungeimpfte Personen mit einer Immundefizienz (ID) ab 5 Jahren sollen grundsätzlich eine Grundimmunisierung und zwei Auffrischimpfungen mit einem mRNA-Impfstoff nach der altersspezifischen Empfehlung erhalten.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-02-16,TRUE,,
683,"Unglaublich! Man gilt solange per Gesetzblatt als ""Geimpfte Person"" solange man keine Symptome hat!",web.de,https://web.de/magazine/news/coronavirus/corona-statistik-geimpfte-gelten-ungeimpft-krank-36329170,2021-11-09 14-01,FALSE,"Enactment misinterpreted, lack of understanding political system","Politics, mistrust in government"
545,"Fluggesellschaften, vor allem in Spanien und Russland, haben Menschen, die den COVID-19-Impfstoff erhalten haben, geraten, wegen des Risikos der Entwicklung von Blutgerinnseln nicht zu fliegen.",NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-102,FALSE,"Reliable Publisher, specialized newspaper","Consequences of vaccination, interaction in social/work life"
480,Alle verfügbaren COVID-19-Impfstoffe haben eine gute Wirksamkeit gegen COVID-19.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
873,Die Infektion kann mit einem auf die Nase gerichteten Haartrockner besiegt werden,Wikipedia,https://de.wikipedia.org/wiki/Falschinformationen_zur_COVID-19-Pandemie,2020-12-27,FALSE,Falsche Behauptung,Covid Prevention
634,Die leitende Wissenschaftlerin der WHO gab die Todesgefahr von Impstoffen zu,Facts For Friends,https://www.factsforfriends.de/fact/615d0194d4660b0010bc4bd4,2021-10-06,FALSE,Falsche Behauptungen,"consequences of vaccination, vaccination, misstrust in science"
964,Impfungen können Corona-Erkrankungen nicht verhindern und der Impfstoff ist nicht sicher.,Kla.tv quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/05/12/weckruf-von-kla-tv-ueber-angebliche-schaeden-nach-corona-impfungen-fuehrt-in-die-irre/,2021-05-12,FALSE,"Lack of source, lack of understanding complex medical/biological topics",Consequences of vaccination
386,Die STIKO empfiehlt die Grundimmunisierung mit zwei Dosen des COVID-19 mRNA-Impfstoffs Comirnaty (BioNTech/ Pfizer),RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-04-28,TRUE,,
556,"Die Wahrscheinlichkeit, dass Kinder an den COVID-19-Impfstoffen sterben, ist dreimal so hoch wie dass sie an der Krankheit selbst sterben. ",NewsGuard,https://www.newsguardtech.com/de/special-reports/special-report-corona-impf-mythen/,2021-09-21 07-116,FALSE,"Reliable Publisher, specialized newspaper","Consequences of vaccination, kids"
164,Im Allgemeinen wird eine Nachbeobachtungszeit nach der Impfung gegen COVID-19 von mindestens 15 Minuten empfohlen.,BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-07-10,TRUE,Expert panel (appointed by Government),vaccination process
63,Unter anderem soll Personal in medizinischen Einrichtungen mit direktem PatientInnenkontakt prioritär eine Auffrischimpfung angeboten werden.,STIKO,https://www.rki.de/DE/Content/Infekt/EpidBull/Archiv/2021/Ausgaben/48_21.pdf?__blob=publicationFile,2021-12-02,TRUE,Expert panel (appointed by Government),Booster vaccination
690,Einfache Mundschutzmasken schützen vor einer Infektion,München Klinik,https://www.muenchen-klinik.de/covid-19/fake-news//,2021-04-28  09-22,FALSE,"Scientific research, official information",Covid measures
158,"Wenn eine Person nachweislich bereits an COVID-19 erkrankt war, ist bei allen zugelassenen Impfstoffen eine Impfstoffdosis für die Grundimmunisierung ausreichend.",BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-06-10,TRUE,Expert panel (appointed by Government),infection and vaccination
461,"Das von den Körperzellen gebildete Spikeprotein regt das Immunsystem des Körpers dazu an, Antikörper gegen SARS-CoV-2 zu produzieren (humorale Immunantwort).",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-11,TRUE,,
251,Aktuelle Daten deuten nach abgeschlossener Grundimmunisierung auf einen deutlich verringerten Impfschutz gegenüber der Omikron-Variante hin.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
590,Laut eines NTV-Artikels war der Tatverdächtige des Amoklaufs in Heidelberg ungeipmft,Facts For Friends,https://www.factsforfriends.de/fact/61f3bd0dd4660b0010bc4c50,2022-01-27,FALSE,Keine Beweise,Interaction in social/work life
856,Die neuen Corona-Impstoffe führen zu Sterilisierung von Frauen,Facts For Friends,https://www.factsforfriends.de/fact/5fd23cd0882d56000d4119f9,2020-12-10,FALSE,Falsche Behauptung,"Women, consequences of vaccination"
565,Corona-Schutzimpfung ruft bei vielen Menschen eine Gesichtslähmung hervor.,Zusammen gegen Corona / Bundesministerium für Gesundheit,https://www.zusammengegencorona.de/corona-im-alltag/fake-news-rund-um-das-coronavirus/,2022-06-17 15-17,FALSE,"Clinical studies, official information",Consequences of vaccination
344,"Sehr alte Menschen sind am meisten gefährdet, an der Infektion zu versterben.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
421,"Seit Einführung der COVID-19-Impfung mit den mRNA-Impfstoffen Comirnaty (BioNTech/Pfizer) und Spikevax (Moderna) ist bekannt, dass nach Verabreichung dieser Impfstoffe in seltenen Fällen Herzmuskel- und/oder Herzbeutelentzündungen bei jüngeren Personen auftreten.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
116,Seit Anfang April wird auch in Arztpraxen geimpft und ab Juni soll die Impfung in den Betrieben beginnen.,BMG,https://www.zusammengegencorona.de/live/perspektiven-durch-impfen-und-testen/,2022-08-16,TRUE,Expert panel (appointed by Government),vaccination process
94,"Für Jugendliche, die arbeitsbedingt entweder ein erhöhtes Expositionsrisiko aufweisen oder engen Kontakt zu vulnerablen Personengruppen haben, besteht eine berufliche Impfindikation.",STIKO,https://www.rki.de/DE/Content/Infekt/EpidBull/Archiv/2021/Ausgaben/48_21.pdf?__blob=publicationFile,2021-12-02,TRUE,Expert panel (appointed by Government),Vaccination recommendation
341,"Besteht nach Verabreichung der ersten mRNA-Impfstoffdosis eine produktspezifische, medizinische Kontraindikation gegen eine Fortführung der Impfserie mit mRNA-Impfstoffen, kann die Grundimmunisierung und Auffrischimpfung mit Nuvaxovid erfolgen.",RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
728,Laut Untersuchung im Video sind in einem Impfstoff Würmer sowie deren Eier oder Glas enthalten. Es könnten auch über metallische Inhaltsstoffe und Mikrochips enthalten sein.,Video/private Telegram channel qutoed in web.de,https://web.de/magazine/news/coronavirus/blutuntersuchung-beweist-covid-19-impfstoffe-wuermer-enthalten-blut-zusammenklebt-36487826,2022-01-05 19-20,FALSE,"Lack of understanding complex medical/biological topics, lack of scientific research, manipulation of video","Consequences of vaccination, mistrust in science, active substance"
107,"Vor allem wer geboostert ist, steckt andere seltener an als Ungeimpfte.",Zusammen gegen Corona,https://assets.ctfassets.net/eaae45wp4t29/AE5gNgDZuMdQdrG7k5eLz/d2dd5655c40faad342fb311dd1ab2dba/210x297_BMG_Corona_2208_ImpfenHilft_7Gruende_DE_bf.pdf,2022-02-22,TRUE,Expert panel (appointed by Government),Booster vaccination
104,Die zugelassenen Impfstoffe bauen sich im Körper nach kurzer Zeit wieder ab.,Zusammen gegen Corona,https://assets.ctfassets.net/eaae45wp4t29/AE5gNgDZuMdQdrG7k5eLz/d2dd5655c40faad342fb311dd1ab2dba/210x297_BMG_Corona_2208_ImpfenHilft_7Gruende_DE_bf.pdf,2022-02-22,TRUE,Expert panel (appointed by Government),physical impact
934,Covid-19-Impfstoffe schützen Geimpfte nicht.,Deutschland Kurier quoted in CORRECTIV,https://correctiv.org/faktencheck/2021/11/12/covid-19-impfstoffe-schuetzen-geimpfte-wirksam-der-schutz-laesst-aber-mutmasslich-nach-mehreren-monaten-nach/,2021-11-12,FALSE,"Lack of understanding complex medical/biological topics, lack of source",Effectiveness of vaccination
179,"Personen, die mit dem Impfstoff von Johnson & Johnson geimpft werden bzw. wurden, gelten nicht mehr nach einer einzelnen Impfdosis als vollständig geimpft.",BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-05-27,TRUE,Expert panel (appointed by Government),number of doses
777,"Der Blog ""Achse des Guten"" deckt schwere Auswirkungen von Corona-Impfungen auf",Facts For Friends,https://www.factsforfriends.de/fact/60d49d7ffe062a000e626a47,2021-06-23,FALSE,Falsche Behauptung,"consequences of vaccination, active substance"
46,Die STIKO empfiehlt die Impfung gegen COVID-19 allen Personen ab 18 Jahren.,STIKO,https://www.rki.de/DE/Content/Infekt/EpidBull/Archiv/2021/Ausgaben/48_21.pdf?__blob=publicationFile,2021-12-02,TRUE,Expert panel (appointed by Government),"Vaccine type, Vaccine recommendation"
384,Die Forschung an COVID-19-Impfstoffen wird von unabhängigen Wissenschaftlerinnen und Wissenschaftlern durchgeführt.,BMG,https://www.zusammengegencorona.de/faqs/impfen/impfmythen/,2022-06-10,TRUE,,
12,Der Impfstoff von Moderna ist für Menschen ab 18 Jahren zugelassen.,faz,https://www.faz.net/aktuell/gesellschaft/gesundheit/coronavirus/us-gesundheitsbehoerde-empfiehlt-corona-impfungen-fuer-kleinkinder-18112075.html,2022-06-18 21-05,TRUE,Reliable Publisher,age limit
44,Die COVID-19 Vaccine Janssen ist für die Grundimmunisierung mit einer 1-maligen Impfstoffdosis zugelassen.,STIKO,https://www.rki.de/DE/Content/Infekt/EpidBull/Archiv/2021/Ausgaben/48_21.pdf?__blob=publicationFile,2021-12-02,TRUE,Expert panel (appointed by Government),Basic immunization
727,"Bei der Blutprobe der Geimpften sind unter dem Mikroskop sogenannte ""Geldrollen"" zu sehen, also rote Blutkörperchen dicht aneinander.",Video/private Telegram channel qutoed in web.de,https://web.de/magazine/news/coronavirus/blutuntersuchung-beweist-covid-19-impfstoffe-wuermer-enthalten-blut-zusammenklebt-36487826,2022-01-05 19-20,FALSE,"Lack of understanding complex medical/biological topics, lack of scientific research, manipulation of video","Consequences of vaccination, mistrust in science"
588,Aufgrund der Covid-19-Impfung hat der ADAC die Bestimmungen seiner Unfallversicherung geändert,Facts For Friends,https://www.factsforfriends.de/fact/6202ae0bd4660b0010bc4c5b,2022-02-07,FALSE,Falsche Behauptungen,Insurance
314,Im Vergleich zu mRNA-Impfstoffen traten nach Gabe der COVID-19 Vaccine Vaxzevria (AstraZeneca) akute Nebenwirkungen (Impfreaktionen) etwas seltener auf.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
178,Bei dem Impfstoff von Johnson & Johnson ist ein ein heterologes Impfschema nötig.,BMG,https://www.zusammengegencorona.de/faqs/impfen/ablauf-der-corona-schutzimpfung/#id-873b4ba9-b1c1-5daa-811e-bc0bc242d87f,2022-05-27,TRUE,Expert panel (appointed by Government),vaccination type
278,Das RKI kann dann mithilfe der Abrechnungsdaten die Inanspruchnahme zu verschiedenen Impfungen bestimmen (sogenannte KV-Impfsurveillance).,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-06-22,TRUE,,
424,Alleine in den USA und Kanada wurden bei den 12-17-Jährigen bereits über 12 Millionen Impfstoffdosen verabreicht.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
751,Der ADAC hat die Klauseln seiner Unfallversicherung aufgrund der Covid-19-Impfungen geändert und schließe nun Impfschäden durch angeordnete Massenimpfungen aus.,CORRECTIV,https://correctiv.org/faktencheck/2022/02/02/kein-zusammenhang-mit-der-pandemie-adac-unfallversicherung-zahlt-seit-2007-nicht-bei-impfschaeden-durch-angeordnete-massenimpfungen/,2022-02-02,FALSE,Lack of context,"Insurance, consequences of vaccination"
281,Grundlage für die Datenerhebung ist die Coronavirus-Impfverordnung.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-06-22,TRUE,,
645,Allein gesunde Ernährung und Sport reichen als Schutz vor einer Covid-19-Erkrankung.,Tagesschau,https://www.tagesschau.de/faktenfinder/covid19-impfungen-desinformation-101.html,2021-12-29 19-30,FALSE,"Lack of scientific research, general scepticism of vaccination","Consequences of vaccination, severity of infection"
298,Das Genom der COVID-19-Vektorimpfstoffe auf Basis nicht vermehrungsfähiger Adenoviren verbleibt ebenso wie das anderer Adenoviren außerhalb der menschlichen DNA (extrachromosomal) im Zellkern infizierter Zellen.,RKI,https://www.rki.de/SharedDocs/FAQ/COVID-Impfen/gesamt.html,2022-05-24,TRUE,,
